﻿Venue Name,Venue address,Venue type,Latitude,Longitude,Suburb,suburb_list,geolocation
"Strickland Terrace Park, Sherwood","Strickland Terrace Park, 11 Strickland Terrace, Sherwood",Park,-27.5298,152.9902,Sherwood,"S, Sherwood","-27.5298, 152.9902"
Stringybark Drive Park,"25 Stringybark Drive, Aspley",Park,-27.3726698,153.0053859,Aspley,"A, Aspley","-27.3726698, 153.0053859"
"Studley Park, Wavell Heights","Studley Park, 29 Esdale Street, Wavell Heights",Park,-27.39,153.0438,Wavell Heights,"W, Wavell Heights","-27.39, 153.0438"
"Stumers Road Reserve, Mount Crosby","Stumers Road Reserve, 770 Mt Crosby Road, Mount Crosby",Park,-27.5364,152.8041,Mt Crosby,"M, Mt Crosby","-27.5364, 152.8041"
Suburban Business Hub,"Suburban Business Hub, 16 Aspinall Street, Nundah",General Council venue,-27.4018612,153.0592539,Nundah,"N, Nundah","-27.4018612, 153.0592539"
"Success Street Park, Acacia Ridge","Success Street Park, 645 Beatty Road, Acacia Ridge",Park,-27.585,153.0104,Acacia Ridge,"A, Acacia Ridge","-27.585, 153.0104"
"Summerglen Park, Eight Mile Plains","Summerglen Park, 14 Mapleleaf Street, Eight Mile Plains",Park,-27.5898,153.0895,Eight Mile Plains,"E, Eight Mile Plains","-27.5898, 153.0895"
"Summit Street Park, Belmont","Summit Street Park, 53 Summit Street, Belmont",Park,-27.4896,153.1303,Belmont,"B, Belmont","-27.4896, 153.1303"
Sumners Road (no. 529),"Sumners Road, 529 Sumners Road, Riverhills",Park,-27.5613,152.898,Riverhills,"R, Riverhills","-27.5613, 152.898"
"Sunflower Crescent Park, Calamvale","Sunflower Crescent Park, 66 Honeysuckle Way, Calamvale",Park,-27.6314,153.0535,Calamvale,"C, Calamvale","-27.6314, 153.0535"
"Sunny Court Park, Sunnybank Hills","Sunny Court Park, 301 Jackson Road, Sunnybank Hills",Park,-27.5938,153.0445,Sunnybank Hills,"S, Sunnybank Hills","-27.5938, 153.0445"
"Sunnybank Community Centre, Sunnybank","Sunnybank Community Centre, 65 Gager Street, Sunnybank",Community Hall,-27.5754066,153.0577518,Sunnybank,"S, Sunnybank","-27.5754066, 153.0577518"
"Sunnybank Hall, Sunnybank","Sunnybank Hall, Corner of Lister and Gager Street, Sunnybank",Community Hall,-27.5787,153.0594,Sunnybank,"S, Sunnybank","-27.5787, 153.0594"
Sunnybank Hills Library,"Sunnybank Hills Library, Sunnybank Hills Shoppingtown, 661 Compton Road, Sunnybank Hills",Library,-27.6107,153.0551,Sunnybank Hills,"S, Sunnybank Hills","-27.6107, 153.0551"
Sunnybank Uniting Community Garden,"Sunnybank Uniting Community Garden, Sunnybank Uniting Church, Corner Hellawell Road and Hillcrest Street, Sunnybank Hills",Community Garden,-27.5992,153.0544,Sunnybank Hills,"S, Sunnybank Hills","-27.5992, 153.0544"
"SunPAC, Macgregor","SunPAC, 470 McCullough Street, Macgregor",General Council venue,-27.5725,153.0732,Macgregor,"M, Macgregor","-27.5725, 153.0732"
Sunset Park,"Sunset Park, 105 Barnett Road, Bardon",Park,-27.4554,152.9713,Bardon,"B, Bardon","-27.4554, 152.9713"
"Sunset Place Park, McDowall","Sunset Place Park, 19 Sunset Place, McDowall",Park,-27.3815,152.9837,McDowall,"M, McDowall","-27.3815, 152.9837"
"Surbiton Court Park, Carindale","Surbiton Court Park, 114 Weekes Road, Carindale",Park,-27.5036,153.1053,Carindale,"C, Carindale","-27.5036, 153.1053"
"Sutling Street Park, Chapel Hill","Sutling Street Park, 39 Sutling Street, Chapel Hill",Park,-27.5101,152.9513,Chapel Hill,"C, Chapel Hill","-27.5101, 152.9513"
"Svoboda Park, Kuraby","Svoboda Park, 1490 Beenleigh Rd, Kuraby",Park,-27.6055,153.098,Kuraby,"K, Kuraby","-27.6055, 153.098"
"Sweetman Street Park, Paddington","Sweetman Street Park, 18 Sweetman Street, Paddington",Park,-27.4596,153.0109,Paddington,"P, Paddington","-27.4596, 153.0109"
"Swensons Road Nature Reserve, Mount Crosby","Swensons Road Nature Reserve, 135 Swensons Road, Mount Crosby",Park,-27.5164,152.8278,Mt Crosby,"M, Mt Crosby","-27.5164, 152.8278"
"Symons Road Park, Sunnybank Hills","Symons Road Park, 34 Symons Road, Sunnybank Hills",Park,-27.5958,153.0572,Sunnybank Hills,"S, Sunnybank Hills","-27.5958, 153.0572"
"T. M. Burke Park, Ashgrove","T. M. Burke Park, 64 Stewart Road, Ashgrove",Park,-27.4428,152.9901,Ashgrove,"A, Ashgrove","-27.4428, 152.9901"
"Taigum Place Park, Taigum","Taigum Place Park, 120 Lemke Road, Taigum",Park,-27.3365,153.0427,Taigum,"T, Taigum","-27.3365, 153.0427"
"Talisker Place Park, Parkinson","Talisker Place Park, 6 Mount Archer Road, Parkinson",Park,-27.6394,153.0249,Parkinson,"P, Parkinson","-27.6394, 153.0249"
"Talltrees Street Park, Bracken Ridge","Talltrees Street Park, 17 Talltrees Street, Bracken Ridge",Park,-27.3288,153.0458,Bracken Ridge,"B, Bracken Ridge","-27.3288, 153.0458"
"Tarana Street Park, Camp Hill","Tarana Street Park, 47 Tarana Street, Camp Hill",Park,-27.495,153.0735,Camp Hill,"C, Camp Hill","-27.495, 153.0735"
"Taringa Parade Park, Indooroopilly","Taringa Parade Park, 431Moggill Road, Indooroopilly",Park,-27.4993,152.9672,Indooroopilly,"I, Indooroopilly","-27.4993, 152.9672"
"Taringa Playground Park, Taringa","Taringa Playground Park, 29 Moorak Street, Taringa",Park,-27.4913,152.9796,Taringa,"T, Taringa","-27.4913, 152.9796"
"Tarragindi Recreation Reserve, Tarragindi","Tarragindi Recreation Reserve, 131 Shaftesbury Street, Tarragindi",Park,-27.5234,153.0403,Tarragindi,"T, Tarragindi","-27.5234, 153.0403"
"Tarragon Place Park, Forest Lake","Tarragon Place Park, 19 Tarragon Place, Forest Lake",Park,-27.6107,152.9564,Forest Lake,"F, Forest Lake","-27.6107, 152.9564"
"Taylor Bridge Reserve, Chelmer","Taylor Bridge Reserve, 5 Longman Terrace, Chelmer",Park,-27.5073,152.9727,Chelmer,"C, Chelmer","-27.5073, 152.9727"
"Taylor Place Park, Mackenzie","Taylor Place Park, 53 Taylor Place, Mackenzie",Park,-27.5423,153.1198,Mackenzie,"M, Mackenzie","-27.5423, 153.1198"
"Teasel Crescent Park, Forest Lake","Teasel Crescent Park, 45 Teasel Crescent, Forest Lake",Park,-27.6075,152.9715,Forest Lake,"F, Forest Lake","-27.6075, 152.9715"
"Temple Street Park, Coorparoo","Temple Street Park, 36 Temple Street, Coorparoo",Park,-27.4879,153.0565,Coorparoo,"C, Coorparoo","-27.4879, 153.0565"
"Teneriffe Park, Teneriffe","Teneriffe Park, 33 Teneriffe Drive, Teneriffe",Park,-27.458,153.0471,Teneriffe,"T, Teneriffe","-27.458, 153.0471"
"Tennessee Avenue Park, Moorooka","Tennessee Avenue Park, 37 Tennessee Avenue, Moorooka",Park,-27.5256,153.0313,Moorooka,"M, Moorooka","-27.5256, 153.0313"
"Tennis Avenue Park, Ashgrove","Tennis Avenue Park, 35 Tennis Avenue, Ashgrove",Park,-27.4425,153.0023,Ashgrove,"A, Ashgrove","-27.4425, 153.0023"
"Tenth Avenue Park, Brighton","Tenth Avenue Park, 18 Tenth Avenue, Brighton",Park,-27.3064,153.0648,Brighton,"B, Brighton","-27.3064, 153.0648"
"Teralba Park, Everton Park","Teralba Park, 120 Pullen Road, Everton Park (located next to car park on Gordon Parade)",Park,-27.4053,152.9816,Everton Park,"E, Everton Park","-27.4053, 152.9816"
"Terrace Street Park, Spring Hill","Terrace Street Park, 60 Sedgebrook Street, Spring Hill",Park,-27.4639,153.023,Spring Hill,"S, Spring Hill","-27.4639, 153.023"
"The Avenue Park, Sunnybank Hills","The Avenue Park, 65 The Avenue, Sunnybank Hills",Park,-27.6004,153.048,Sunnybank Hills,"S, Sunnybank Hills","-27.6004, 153.048"
"The Beirne Park, Hendra","The Beirne Park, 77 Gerler Road, Hendra",Park,-27.4192,153.0689,Hendra,"H, Hendra","-27.4192, 153.0689"
"The Centenary Community Hub, Mt Ommaney","The Centenary Community Hub, 171 Dandenong Road, Mt Ommaney",Non-Council venue,-27.5500346,152.9362843,Mt Ommaney,"M, Mt Ommaney","-27.5500346, 152.9362843"
"The Common Park, Coorparoo","The Common Park, 88a Cambridge Street, Coorparoo",Park,-27.4899,153.05,Coorparoo,"C, Coorparoo","-27.4899, 153.05"
"The Community Place, Kalinga","The Community Place, 20 Clark Street, Kalinga",Non-Council venue,-27.411247,153.045551,Kalinga,"K, Kalinga","-27.411247, 153.045551"
"The Community Place, Stafford","The Community Place, 33 Teevan Street, Stafford",Non-Council venue,-27.4078924,153.0042451,Stafford,"S, Stafford","-27.4078924, 153.0042451"
"The Esplanade Park, Ashgrove","The Esplanade Park, 64 Trout Street, Ashgrove",Park,-27.4488,152.9918,Ashgrove,"A, Ashgrove","-27.4488, 152.9918"
The Gap mobile library,"The Gap mobile library, Ashgrove Golf Course main car park, 863 Waterworks Road, The Gap",Mobile library,-27.446,152.9538,The Gap,"T, The Gap","-27.446, 152.9538"
The Inspiration Garden,"The Inspiration Garden, 118 Blackwood Avenue, Morningside",Park,-27.4765,153.0814,Morningside,"M, Morningside","-27.4765, 153.0814"
The John Goss Reserve,"The John Goss Reserve, Maundrell Terrace, Chermside West",Park,-27.3815,153.0126,Chermside West,"C, Chermside West","-27.3815, 153.0126"
"The Johnson Flora Reserve, Robertson","The Johnson Flora Reserve, 78 Lindfield Circuit, Robertson",Park,-27.5651,153.0503,Robertson,"R, Robertson","-27.5651, 153.0503"
"The Lake Parklands, Forest Lake","The Lake Parklands, 5 Alexandrina Circuit, Forest Lake",Park,-27.6217,152.9605,Forest Lake,"F, Forest Lake","-27.6217, 152.9605"
The Pocket Community Garden,"The Pocket Community Garden, Preston Street, Woolloongabba",Park,-27.4956,153.0473,Woolloongabba,"W, Woolloongabba","-27.4956, 153.0473"
The Pocket Community Garden (road reserve),"The Pocket Community Garden, 97 Preston Street, East Brisbane",Community Garden,-27.4954,153.0474,East Brisbane,"E, East Brisbane","-27.4954, 153.0474"
"The Pullenvale Forest Park, Pullenvale","The Pullenvale Forest Park, 386 Pullenvale Road, Pullenvale",Park,-27.5214,152.8898,Pullenvale,"P, Pullenvale","-27.5214, 152.8898"
"The Rafting Ground Park, Brookfield","The Rafting Ground Reserve, 2328 Moggill Road, Brookfield",Park,-27.5196,152.9263,Brookfield,"B, Brookfield","-27.5196, 152.9263"
"The Windsor Town Quarry Park, Windsor","The Windsor Town Quarry Park, 356 Lutwyche Road, Windsor",Park,-27.4285,153.0322,Windsor,"W, Windsor","-27.4285, 153.0322"
"The Woods Memorial Playground Park, Ashgrove","The Woods Memorial Playground Park, 120 Royal Parade, Ashgrove",Park,-27.4473,152.9711,Ashgrove,"A, Ashgrove","-27.4473, 152.9711"
The Y Cannon Hill Community Centre,"The Y Cannon Hill Community Centre, 18 Lang Street, Cannon Hill",Non-Council venue,-27.468584,153.078515,Cannon Hill,"C, Cannon Hill","-27.468584, 153.078515"
"Thistle Street Park (No.74), Gordon Park","Thistle Street Park (No.74), 74 Thistle Street, Gordon Park (access via Thistle Street and Johnston Street)",Park,-27.4205,153.031,Gordon Park,"G, Gordon Park","-27.4205, 153.031"
"Thomas Gray Park, Bald Hills","Thomas Gray Park, 36 Sanicle Street, Bald Hills",Park,-27.3074,153.0153,Bald Hills,"B, Bald Hills","-27.3074, 153.0153"
"Thomas Macleod Park, Sinnamon Park","Thomas Macleod Park, 40 Sinnamon Road, Sinnamon Park (Access via Staveley Crescent and Condamine Drive)",Park,-27.534,152.9514,Sinnamon Park,"S, Sinnamon Park","-27.534, 152.9514"
"Thomas McBride Park, Pinkenba","Thomas McBride Park, 290 Eagle Farm Road, Pinkenba",Park,-27.418623,153.121698,Pinkenba,"P, Pinkenba","-27.418623, 153.121698"
"Thomas Place Park, Ferny Grove","Thomas Place Park, 151A Ancaster Road, Ferny Grove",Park,-27.4107,152.9156,Ferny Grove,"F, Ferny Grove","-27.4107, 152.9156"
"Thomas Street Park, Sherwood","18 Egmont Street, Sherwood",Park,-27.5309886,152.9893707,Sherwood,"S, Sherwood","-27.5309886, 152.9893707"
"Thompson Estate Reserve, Greenslopes","Thompson Estate Reserve, 133 Juliette Street, Greenslopes",Park,-27.5063,153.0427,Greenslopes,"G, Greenslopes","-27.5063, 153.0427"
"Thornycroft Street Park, Tarragindi","Thornycroft Street Park, 333 Toohey Road, Tarragindi",Park,-27.5327,153.0435,Tarragindi,"T, Tarragindi","-27.5327, 153.0435"
"Thredbo Place Park, Belmont","Thredbo Place Park, 10 Thredbo Close, Belmont",Park,-27.4883,153.133,Belmont,"B, Belmont","-27.4883, 153.133"
"Thrush Street Park, Inala","Thrush Street Park, 120 Inala Avenue, Inala",Park,-27.5996,152.9778,Inala,"I, Inala","-27.5996, 152.9778"
"Thurston Street Park, Tingalpa","Thurston Street Park, 45 Thurston Street, Tingalpa",Park,-27.483,153.1312,Tingalpa,"T, Tingalpa","-27.483, 153.1312"
"Thynne Road Park, Morningside","Thynne Road Park, 580 Wynnum Road, Morningside",Park,-27.4691,153.0703,Morningside,"M, Morningside","-27.4691, 153.0703"
"Tigris Street Park, Riverhills","Tigris Street Park, 22 Tigris Street, Riverhills",Park,-27.5581,152.9091,Riverhills,"R, Riverhills","-27.5581, 152.9091"
"Tillack Park, Mansfield","Tillack Park, 27 Blackberry Street, Mansfield",Park,-27.5199,153.1036,Mansfield,"M, Mansfield","-27.5199, 153.1036"
"Tilquin Street Park, The Gap","Tilquin Street Park, 33 Tilquin Street, The Gap",Park,-27.4371,152.9463,The Gap,"T, The Gap","-27.4371, 152.9463"
"Timberland Park, Algester","Timberland Park, 37 Cupania Street, Algester",Park,-27.6141,153.0336,Algester,"A, Algester","-27.6141, 153.0336"
"Tinchi Tamba Wetlands Reserve, Bald Hills","Tinchi Tamba Wetlands Reserve, 397 Wyampa Road, Bald Hills",Park,-27.2989,153.0224,Bald Hills,"B, Bald Hills","-27.2989, 153.0224"
"Tingalpa Creek Reserve, Chandler","Tingalpa Creek Reserve, 99 Chelsea Road, Chandler",Park,-27.504,153.1816,Chandler,"C, Chandler","-27.504, 153.1816"
"Tivoli Place Park, Forest Lake","Tivoli Place Park, 55A Centennial Way, Forest Lake",Park,-27.6299,152.9562,Forest Lake,"F, Forest Lake","-27.6299, 152.9562"
"Tollana Place Park, Inala","Tollana Place Park, 28 Bedarra Street, Inala",Park,-27.5839,152.9668,Inala,"I, Inala","-27.5839, 152.9668"
"Tom Burns Place, Wynnum","Tom Burns Place, 66 Wynnum North Esplanade, Wynnum",Park,-27.434,153.1729,Wynnum,"W, Wynnum","-27.434, 153.1729"
"Tom O'Neil Park, Oxley","Tom O'Neil Park, 1079 Oxley Road, Oxley",Park,-27.56,152.9781,Oxley,"O, Oxley","-27.56, 152.9781"
"Tonks Street Park, Moorooka","Tonks Street Park, 24 Tonks Street, Moorooka",Park,-27.5402,153.02,Moorooka,"M, Moorooka","-27.5402, 153.02"
"Toohey Forest Park, Nathan","Toohey Forest Park, 600 Toohey Road, Nathan",Park,-27.5371,153.0374,Nathan,"N, Nathan","-27.5371, 153.0374"
"Toombul Shire Hall, Nundah","Toombul Shire Hall, 1141 Sandgate Road, Nundah",Community Hall,-27.4049,153.0604,Nundah,"N, Nundah","-27.4049, 153.0604"
"Toombul Terrace Park, Nundah","Toombul Terrace Park, 91 Toombul Terrace, Nundah",Park,-27.4085,153.0562,Nundah,"N, Nundah","-27.4085, 153.0562"
"Toowong Cemetery, Toowong","Toowong Cemetery, Frederick St & Mount Coot-Tha Road, Toowong",General Council venue,-27.4731,152.9741,Toowong,"T, Toowong","-27.4731, 152.9741"
"Toowong Community Meeting Place, Toowong","Toowong Community Meeting Place, 14 Josling Street, Toowong",Non-Council venue,-27.490809,152.992749,Toowong,"T, Toowong","-27.490809, 152.992749"
Toowong Library,"Toowong Library, Toowong Village Shopping Centre, 9 Sherwood Road, Toowong",Library,-27.4855,152.9919,Toowong,"T, Toowong","-27.4855, 152.9919"
"Toowong Memorial Park, Toowong","Toowong Memorial Park, 65 Sylvan Road, Toowong",Park,-27.4799,152.9942,Toowong,"T, Toowong","-27.4799, 152.9942"
"Toowong Room, Brisbane City Hall","Toowong Room, Brisbane City Hall, 64 Adelaide Street, Brisbane City",Library,-27.4691,153.0241,Brisbane City,"B, Brisbane City","-27.4691, 153.0241"
"Torquay Crescent (No.1695) Park, Tingalpa","Torquay Crescent (No.1695) Park, 1641 Wynnum Road, Tingalpa",Park,-27.4727,153.1355,Tingalpa,"T, Tingalpa","-27.4727, 153.1355"
"Torrens Crescent Park, Wakerley","Torrens Crescent Park, 20 Margaret Crescent, Wakerley",Park,-27.4821,153.1598,Wakerley,"W, Wakerley","-27.4821, 153.1598"
"Torwood Park, Auchenflower","Torwood Park, 99 Haig Road, Auchenflower",Park,-27.4698,152.9966,Auchenflower,"A, Auchenflower","-27.4698, 152.9966"
"Toulby Street Park, Manly West","Toulby Street Park, 20 Toulby Street, Manly West",Park,-27.4742,153.1656,Manly West,"M, Manly West","-27.4742, 153.1656"
"Trammies Corner Park, Paddington","Trammies Corner Park, 176 Latrobe Terrace, Paddington",Park,-27.458465,152.994627,Paddington,"P, Paddington","-27.458465, 152.994627"
"Tranquil Park, Sunnybank Hills","Tranquil Park, 68 Peppercorn Street, Sunnybank Hills",Park,-27.605,153.0578,Sunnybank Hills,"S, Sunnybank Hills","-27.605, 153.0578"
"Travorten Drive Park, Bridgeman Downs","Travorten Drive Park, 1 Travorten Drive, Bridgeman Downs",Park,-27.3336,153.0054,Bridgeman Downs,"B, Bridgeman Downs","-27.3336, 153.0054"
"Trevally Crescent Park, Manly West","Trevally Crescent Park, 15 Teraglin Street, Manly West",Park,-27.471,153.1689,Manly West,"M, Manly West","-27.471, 153.1689"
"Trevallyn Place Park, Upper Kedron","Trevallyn Place Park, 18 Trevallyn Place, Upper Kedron",Park,-27.4163,152.9247,Upper Kedron,"U, Upper Kedron","-27.4163, 152.9247"
"Tribune Street Park, South Brisbane","Tribune Street Park, 186A Vulture Street, South Brisbane",Park,-27.4822,153.0211,South Brisbane,"S, South Brisbane","-27.4822, 153.0211"
"Tristania Close Park, Calamvale","Tristania Close Park, 18 Parklands Street, Calamvale",Park,-27.6196,153.0578,Calamvale,"C, Calamvale","-27.6196, 153.0578"
"Tristania Way Park, Mount Gravatt East","Tristania Way Park, 75 Tristania Way, Mount Gravatt East",Park,-27.5223,153.0906,Mt Gravatt East,"M, Mt Gravatt East","-27.5223, 153.0906"
"Tropical Display Dome, Brisbane Botanic Gardens Mt Coot-tha","Brisbane Botanic Gardens Mt Coot-tha, 152 Mt Coot-tha Road, Toowong",Park,-27.4759,152.9777,Toowong,"T, Toowong","-27.4759, 152.9777"
"Trundle Park, Coorparoo","Trundle Park, 26 Kenneth Street, Coorparoo",Park,-27.5041,153.0576,Coorparoo,"C, Coorparoo","-27.5041, 153.0576"
"Tuberose Place Park, Calamvale","Tuberose Place Park, 30 Calliandra Place, Calamvale",Park,-27.6355392,153.056559,Calamvale,"C, Calamvale","-27.6355392, 153.056559"
Tuckeroo Park,"Tuckeroo Park, 1553 Nudgee Road, Nudgee Beach (access and car park via Nudgee Road)",Park,-27.3686,153.1034,Nudgee Beach,"N, Nudgee Beach","-27.3686, 153.1034"
"Tuckett Street Park, Kenmore Hills","Tuckett Street Park, 39 Tuckett Street, Kenmore Hills",Park,-27.5037,152.9255,Kenmore Hills,"K, Kenmore Hills","-27.5037, 152.9255"
"Tufnell Road Park, Banyo","Tufnell Road Park, 48 Tufnell Road, Banyo",Park,-27.3677,153.0732,Banyo,"B, Banyo","-27.3677, 153.0732"
"Turley Street Park, Fairfield","Turley Street Park, 22 Turley Street, Fairfield",Park,-27.5264,153.0893,Fairfield,"F, Fairfield","-27.5264, 153.0893"
"Turquoise Place Park, Wavell Heights","Turquoise Place Park, 41 Turquoise Place, Wavell Heights",Park,-27.3839,153.0524,Wavell Heights,"W, Wavell Heights","-27.3839, 153.0524"
"Turrbal Place Park, Aspley","Turrbal Place Park, 26 Turrbal Place, Aspley",Park,-27.3583,153.0046,Aspley,"A, Aspley","-27.3583, 153.0046"
"Twilight Street Park, Kenmore","Twilight Street Park, 103 Sunset Road, Kenmore",Park,-27.522,152.9337,Kenmore,"K, Kenmore","-27.522, 152.9337"
"Tyson Place Park, Forest Lake","Tyson Place Park, 9 Atherton Circuit, Forest Lake",Park,-27.6098,152.957,Forest Lake,"F, Forest Lake","-27.6098, 152.957"
"University of Queensland, St Lucia","University of Queensland, Sir Fred Schonell Drive, St Lucia",Non-Council venue,-27.497,153.0131,St Lucia,"S, St Lucia","-27.497, 153.0131"
"Upper Brookfield Road Park (no. 901), Upper Brookfield","Upper Brookfield Road Park (no. 901), 901 Upper Brookfield Road, Upper Brookfield",Park,-27.4722,152.8346,Upper Brookfield,"U, Upper Brookfield","-27.4722, 152.8346"
"Upper Brookfield State School, Upper Brookfield","Upper Brookfield State School, 496 Upper Brookfield Road, Upper Brookfield",Non-Council venue,-27.478434,152.8666145,Upper Brookfield,"U, Upper Brookfield","-27.478434, 152.8666145"
"Upper Kedron Hall, Upper Kedron","Upper Kedron Hall, 78 Cedar Creek Road, Upper Kedron",Community Hall,-27.4115,152.9184,Upper Kedron,"U, Upper Kedron","-27.4115, 152.9184"
"Upper Kedron Recreation Reserve, Upper Kedron","Upper Kedron Recreation Reserve, 270 Upper Kedron Road, Upper Kedron",Park,-27.4133,152.923,Upper Kedron,"U, Upper Kedron","-27.4133, 152.923"
